,Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Stress_Level (1-10),Sleep_Hours_per_Night,Grade
2267,1,23,50.21,53.48,52.21,54.72,75.06,2.43,52.07,91.29,18.7,0,1,3,8.6,3
2268,1,22,69.67,84.58,86.21,67.75,85.5,9.07,99.5,83.97,15.7,0,1,9,6.2,2
2269,1,23,51.49,78.19,60.32,58.88,93.33,5.02,87.98,83.85,13.8,0,1,4,6.8,3
2270,0,18,,84.26,45.77,56.2,96.04,2.01,92.94,87.85,9.6,0,1,9,4.1,2
2271,0,23,87.68,90.09,97.99,59.93,90.58,3.24,80.6,69.2,27.6,1,0,10,7.6,1
2272,1,19,76.68,86.74,57.81,93.1,55.65,9.22,98.51,51.78,16.7,0,0,4,4.0,3
2273,1,18,61.03,41.39,47.03,99.57,79.18,8.73,82.91,80.5,22.4,0,1,1,7.2,3
2274,1,22,68.98,63.75,46.17,,50.32,5.0,96.96,97.78,15.7,1,1,2,8.5,2
2275,1,23,54.96,40.28,48.45,68.12,92.45,6.99,90.68,61.92,17.8,0,1,2,8.9,2
2276,1,22,68.06,55.83,99.46,54.74,93.91,0.22,55.71,65.92,26.8,0,0,7,7.9,2
2277,0,20,58.45,74.01,75.93,51.42,71.8,2.68,69.9,63.05,13.3,0,1,5,7.2,3
2278,1,24,79.5,49.35,89.74,70.6,75.25,0.57,81.12,62.37,7.2,0,1,1,8.3,1
2279,1,24,93.86,75.85,64.72,,85.21,1.56,77.71,79.72,12.2,0,1,8,5.5,1
2280,0,23,84.18,59.44,86.97,50.35,78.52,8.22,59.39,97.31,28.3,1,1,1,4.3,2
2281,1,22,,80.98,41.23,67.28,57.32,1.31,90.04,81.5,8.3,0,1,9,7.7,1
2282,1,19,,63.28,72.94,64.98,72.9,1.2,80.01,64.78,11.6,0,0,3,6.2,2
2283,1,18,,96.65,53.04,80.77,68.95,9.72,79.62,80.23,27.9,1,1,5,5.3,1
2284,1,19,51.13,43.05,45.37,93.65,96.03,4.81,87.36,82.67,13.6,0,1,9,7.8,2
2285,1,24,78.59,62.03,46.56,63.33,60.37,4.46,94.04,65.69,12.8,0,1,1,8.0,2
2286,1,24,58.03,71.92,78.12,83.78,60.59,0.4,80.7,55.22,26.7,0,0,10,5.8,2
2287,1,23,96.65,95.23,65.02,79.43,74.84,1.11,78.01,59.67,8.3,0,1,3,6.6,1
2288,0,23,95.41,71.38,92.24,,91.53,0.86,51.12,90.32,19.7,0,1,6,5.0,1
2289,0,19,98.29,56.78,58.76,75.61,59.17,6.53,84.67,57.96,28.0,0,1,2,5.2,1
2290,1,23,84.11,87.46,90.03,78.2,79.28,7.13,50.27,75.15,5.3,0,1,5,5.0,2
2291,0,22,83.12,75.1,74.47,91.2,86.63,1.92,91.14,51.66,24.5,0,1,5,7.7,1
2292,0,18,,95.78,63.19,51.06,69.09,6.69,76.91,76.37,27.4,0,1,1,5.9,3
2293,0,21,50.46,51.0,74.68,,80.58,0.16,88.8,95.52,7.1,0,1,8,4.3,2
2294,0,23,69.76,83.55,44.6,75.55,94.77,5.51,86.34,66.22,17.3,0,1,6,7.9,1
2295,1,21,96.41,98.84,51.08,52.86,89.87,4.76,66.47,53.5,13.1,0,1,10,6.9,1
2296,1,22,74.57,57.82,88.28,92.11,86.76,5.86,91.11,96.37,9.7,0,1,4,8.1,3
2297,0,23,92.3,83.54,71.49,72.49,76.14,5.86,88.89,70.72,11.1,0,1,4,8.6,1
2298,0,23,89.02,77.44,54.45,67.58,61.94,4.4,54.84,64.64,24.8,0,1,5,7.5,1
2299,1,21,53.74,48.61,56.36,84.33,94.66,0.3,59.92,99.32,9.8,1,1,7,8.4,2
2300,1,23,91.52,59.35,90.03,75.71,58.33,3.25,91.59,77.61,12.3,0,1,1,4.1,1
2301,0,22,89.36,98.62,79.32,70.54,51.6,7.42,76.86,66.48,26.7,0,0,4,6.0,1
2302,0,22,72.7,96.46,74.84,76.73,56.75,9.62,86.69,73.16,23.1,1,1,1,8.3,2
2303,1,21,63.66,55.56,91.09,87.32,66.74,3.2,59.85,98.56,24.9,1,1,4,7.0,3
2304,1,24,78.47,60.81,52.07,81.84,82.88,7.39,64.27,89.9,5.3,1,1,8,5.6,1
2305,1,20,,97.47,71.92,52.32,88.42,1.5,53.67,81.01,14.2,1,1,4,6.9,1
2306,0,24,76.16,63.86,77.41,68.79,96.61,5.4,89.53,79.44,6.4,1,1,4,5.1,1
2307,1,18,87.76,41.24,89.05,51.07,84.26,5.4,85.68,57.59,24.6,0,0,7,6.0,1
2308,1,18,89.31,61.09,64.07,71.51,54.6,4.81,97.67,50.66,24.8,0,1,4,7.0,1
2309,1,22,99.59,82.5,95.67,66.39,92.76,5.59,81.43,89.17,14.7,1,1,4,4.9,1
2310,1,19,55.42,56.59,49.26,92.14,60.21,8.2,92.21,57.34,29.0,0,1,4,8.6,2
2311,1,20,55.58,74.77,90.47,82.51,75.08,0.16,67.61,63.66,11.2,0,1,8,4.5,2
2312,0,21,66.97,94.93,54.79,57.47,88.87,0.9,92.1,89.0,9.8,0,1,5,6.4,2
2313,1,24,53.37,60.24,82.92,72.02,66.17,4.42,92.26,51.09,6.7,0,1,2,6.4,2
2314,1,22,91.36,88.41,59.76,87.88,88.53,8.15,96.46,50.45,27.1,1,1,3,7.7,1
2315,1,19,93.13,52.94,54.89,83.88,65.37,2.71,99.72,63.12,6.4,0,1,10,8.5,1
2316,0,20,65.18,95.4,41.17,76.48,63.48,3.53,87.45,91.13,29.3,0,1,5,5.9,1
2317,0,21,96.11,63.52,66.98,97.4,69.57,1.22,59.04,80.47,20.6,0,1,8,6.4,1
2318,1,24,50.41,51.37,43.03,61.8,52.34,6.02,65.79,91.32,28.7,0,1,7,5.5,3
2319,1,18,,98.97,41.83,81.22,67.14,4.71,96.66,53.32,28.7,1,0,4,5.9,2
2320,1,23,,99.55,82.03,,99.68,9.09,78.34,96.48,26.7,0,1,6,5.4,1
2321,1,23,,40.16,56.82,66.03,52.13,4.52,97.9,71.47,7.3,1,1,9,5.0,3
2322,0,21,86.46,46.49,50.01,67.95,69.27,6.05,85.86,98.41,16.7,0,0,4,6.7,1
2323,0,19,98.61,71.71,46.16,57.18,67.72,3.1,89.95,80.91,23.7,1,1,1,7.4,1
2324,0,24,85.96,75.03,77.87,66.64,52.49,3.6,84.94,91.13,24.4,1,1,4,6.2,1
2325,1,22,75.0,85.54,61.1,,72.46,8.63,74.52,78.0,12.4,1,1,9,6.4,2
2326,0,20,88.81,87.59,69.78,80.35,99.5,8.21,68.29,51.5,23.4,0,1,5,4.6,1
2327,0,21,76.29,94.92,42.35,67.92,54.72,1.18,88.48,72.65,8.0,0,1,4,4.7,2
2328,1,18,63.82,80.9,90.5,,95.19,3.99,69.49,75.21,15.7,0,1,3,8.9,1
2329,0,24,64.24,55.71,83.9,81.23,52.25,8.26,73.04,86.19,17.6,0,1,9,7.9,3
2330,1,22,74.81,96.02,75.85,,85.6,4.46,57.06,90.58,20.2,0,1,2,6.7,2
2331,1,18,71.36,58.35,86.92,59.95,79.77,5.79,68.36,69.78,29.8,1,0,1,4.3,3
2332,0,19,97.17,41.77,46.07,80.15,89.72,1.29,75.28,69.01,14.5,0,1,1,5.7,1
2333,1,24,88.03,84.09,46.4,55.34,88.02,0.35,81.81,76.22,25.6,0,1,7,4.9,1
2334,0,24,95.66,64.14,46.46,99.63,56.34,2.71,72.84,72.16,6.5,0,1,3,8.5,1
2335,1,21,79.7,70.79,57.38,87.54,73.75,1.08,62.19,94.58,25.9,0,0,6,8.0,1
2336,1,22,66.08,92.65,69.77,86.74,90.89,6.06,96.42,95.3,12.4,1,1,7,8.6,3
2337,1,24,,79.06,66.31,79.1,54.68,6.54,93.52,77.79,28.0,1,1,4,5.3,1
2338,0,20,81.92,98.18,88.51,97.57,76.07,3.11,52.22,50.15,8.7,0,1,7,6.2,2
2339,0,18,74.81,99.47,73.09,68.1,56.13,1.26,75.38,88.24,15.2,0,1,5,8.7,2
2340,0,23,61.76,40.65,54.42,53.25,60.84,0.83,82.23,81.56,22.2,0,1,10,4.4,2
2341,0,18,78.92,66.4,59.27,76.24,62.83,8.04,93.52,81.85,24.0,0,1,8,7.2,2
2342,1,24,54.42,82.77,90.83,86.76,78.97,2.96,88.9,88.57,5.0,0,1,4,4.6,2
2343,1,19,64.6,79.01,73.52,80.04,97.84,4.72,76.81,97.44,19.3,0,1,7,5.5,2
2344,1,21,,92.24,99.93,83.27,75.69,8.17,87.04,81.4,14.1,0,1,5,7.4,2
2345,1,24,67.81,81.47,40.19,52.16,83.67,2.24,57.64,90.61,15.9,1,1,5,5.3,1
2346,0,24,91.51,43.06,41.11,79.85,52.63,6.39,81.16,92.07,23.4,1,1,4,6.2,1
2347,0,19,74.73,52.31,49.6,76.64,63.03,5.52,90.46,82.64,26.0,0,1,9,7.2,2
2348,0,22,83.57,60.5,43.72,90.5,79.71,2.77,57.81,67.2,25.2,1,1,6,5.6,1
2349,0,19,96.38,79.74,43.24,57.48,99.18,9.23,89.77,62.01,27.7,1,1,8,7.0,1
2350,1,20,,40.09,44.46,70.41,50.89,6.92,99.08,71.77,25.7,0,1,1,4.2,2
2351,0,24,,49.71,52.32,85.74,77.99,1.61,64.77,84.95,18.7,0,1,4,7.4,1
2352,0,22,82.35,59.32,80.59,56.91,60.45,3.98,73.56,94.75,17.9,1,1,7,7.8,1
2353,0,23,,87.98,42.12,70.51,55.98,1.61,77.46,72.43,10.8,0,1,1,5.4,2
2354,1,20,58.65,47.74,71.34,98.2,63.35,8.85,74.88,58.43,8.9,0,1,6,6.6,2
2355,0,18,50.64,91.49,82.64,60.13,90.19,4.15,76.63,93.89,20.9,1,1,8,5.5,2
2356,1,22,56.84,62.48,46.06,62.28,54.72,5.66,71.94,70.66,24.3,0,1,6,8.9,3
2357,0,20,75.05,98.1,54.21,72.86,81.61,4.43,61.97,69.09,28.6,0,1,10,4.9,1
2358,0,24,53.99,54.31,77.9,75.73,90.02,1.28,93.85,98.22,9.5,0,0,3,7.8,3
2359,0,23,97.13,67.03,49.93,94.06,68.32,3.18,69.51,91.14,13.8,1,1,3,4.3,1
2360,1,19,95.85,67.58,78.82,91.49,63.32,2.16,67.01,56.35,27.5,0,1,2,4.8,1
2361,0,23,61.86,77.25,84.21,,69.69,5.04,56.25,58.06,12.1,0,1,5,4.0,2
2362,0,21,84.71,47.47,85.07,65.93,55.54,7.86,75.42,80.11,17.6,0,1,1,6.7,2
2363,0,24,82.7,53.05,55.35,61.17,59.3,4.62,85.24,63.95,26.6,1,1,1,8.8,1
2364,0,20,58.94,91.83,91.57,78.72,92.17,8.6,85.31,93.87,12.7,1,1,1,5.5,2
2365,0,21,78.43,54.62,43.38,70.59,80.46,8.84,68.31,80.17,23.1,1,1,3,6.3,3
2366,1,21,58.61,97.11,55.44,95.23,74.37,8.53,93.09,89.52,29.7,0,1,1,5.0,2
2367,0,18,84.83,94.57,82.64,61.73,82.14,6.71,71.18,91.79,11.6,0,1,9,8.8,2
2368,1,20,93.7,43.66,56.58,72.99,77.78,9.77,80.67,79.25,7.4,1,1,8,6.8,1
2369,0,19,94.73,99.13,80.05,58.63,94.6,3.23,63.81,71.06,8.7,0,1,9,7.0,1
2370,0,24,67.7,50.23,60.63,87.75,92.27,8.99,81.61,71.81,10.3,0,1,2,5.4,2
2371,1,19,59.86,81.55,93.91,80.6,82.43,1.53,76.67,66.95,20.0,1,1,2,4.8,2
2372,0,21,94.86,66.99,67.0,56.93,50.42,1.01,73.99,90.66,26.5,1,1,4,8.3,1
2373,1,23,89.91,61.89,44.44,61.6,92.19,5.23,50.03,78.13,26.2,1,1,6,6.6,1
2374,0,22,,45.44,95.77,67.21,99.5,0.87,92.21,54.24,16.5,0,1,5,4.7,2
2375,1,19,89.0,71.14,89.98,,76.56,4.68,94.95,89.73,21.8,0,1,10,4.9,1
2376,0,18,57.0,66.9,62.66,70.3,81.93,3.15,63.15,71.73,16.1,1,1,6,6.9,2
2377,1,24,66.98,78.41,46.6,90.35,67.7,9.27,80.54,77.99,29.2,1,1,1,4.3,2
2378,1,18,69.24,49.53,57.47,60.25,81.67,2.5,54.52,80.52,16.6,1,0,5,5.2,1
2379,1,20,59.33,72.61,64.22,53.37,60.44,4.68,96.36,97.07,23.7,1,1,5,5.2,2
2380,0,20,90.86,88.6,44.19,89.84,94.02,6.04,71.19,81.36,25.0,0,0,3,4.8,1
2381,0,23,73.24,97.84,79.45,73.81,57.68,7.86,51.15,81.22,10.0,1,1,3,5.1,2
2382,1,21,72.71,83.73,91.63,61.62,82.41,7.37,82.8,82.51,13.9,1,1,7,8.3,1
2383,0,21,82.61,79.32,40.51,93.18,98.27,8.54,74.41,97.48,24.1,0,1,6,6.4,2
2384,0,22,72.02,89.8,75.63,76.74,68.21,0.15,74.71,92.92,6.4,1,0,10,4.7,1
2385,1,21,63.56,72.47,96.34,75.93,72.67,0.86,75.24,59.01,21.3,0,1,10,4.2,3
2386,0,22,83.26,51.57,93.25,56.55,88.1,7.86,82.4,50.38,19.0,1,1,6,4.7,3
2387,0,18,78.31,58.61,67.89,59.53,59.92,9.42,70.18,99.14,24.1,0,1,8,4.6,1
2388,0,24,83.17,78.14,63.62,60.02,69.06,6.89,70.14,65.27,29.4,0,1,5,6.7,1
2389,0,24,53.9,61.45,78.8,93.28,64.46,3.5,97.61,86.06,20.9,1,1,2,4.5,2
2390,1,20,86.13,92.04,67.57,54.67,71.17,3.38,61.02,94.59,16.0,0,1,9,6.5,1
2391,0,24,94.1,67.45,41.78,,63.34,6.43,86.61,50.14,24.4,1,0,6,6.3,1
2392,0,23,93.04,98.31,88.07,55.14,51.65,0.59,99.98,72.57,11.5,0,1,9,5.0,1
2393,1,18,53.82,80.19,48.43,57.62,82.17,5.59,76.86,81.46,6.1,0,1,9,6.7,2
2394,1,20,,53.2,87.05,,69.93,8.0,97.41,84.69,6.6,0,1,4,8.4,3
2395,0,22,89.77,56.86,82.38,,50.77,0.62,63.95,97.63,15.4,0,1,2,4.0,1
2396,0,20,81.09,82.98,91.29,54.43,65.07,7.6,75.39,68.17,21.1,0,1,10,8.7,3
2397,1,24,82.25,76.41,56.54,91.15,53.84,5.44,86.19,59.63,23.7,0,1,8,4.2,1
2398,0,21,91.5,91.47,77.79,,54.42,6.37,52.54,78.23,28.2,1,1,3,6.1,1
2399,0,23,77.3,43.59,74.37,89.23,53.95,2.91,95.62,63.03,10.9,0,1,9,8.9,3
2400,0,23,74.21,78.2,84.3,95.21,86.16,8.5,96.62,92.42,14.1,0,1,10,5.7,2
2401,0,18,84.69,67.19,71.16,51.8,59.85,4.81,81.15,61.67,18.8,0,1,4,5.9,2
2402,0,22,72.3,79.1,85.92,76.36,72.09,0.48,61.54,61.03,29.6,0,1,5,7.3,1
2403,0,24,78.75,70.15,65.95,96.9,79.17,1.5,94.57,68.87,9.4,0,0,3,7.8,3
2404,0,18,58.33,50.16,65.0,94.26,70.75,8.26,94.26,77.09,11.2,1,1,8,5.9,2
2405,1,21,86.47,83.73,57.71,,86.77,4.66,78.18,94.19,17.9,0,0,7,4.7,1
2406,1,21,82.13,64.73,75.52,82.21,71.96,3.48,62.77,66.39,6.0,1,1,2,7.2,2
2407,0,23,52.38,91.69,73.92,71.95,65.76,1.2,85.22,63.54,12.5,1,0,3,4.8,3
2408,0,18,,87.9,57.49,80.18,91.38,3.23,93.25,67.45,5.1,0,1,10,7.9,3
2409,1,18,78.1,67.36,68.78,60.39,76.27,3.53,84.66,92.02,25.4,0,1,5,7.8,3
2410,0,18,69.61,64.84,51.89,55.99,83.92,9.34,54.29,50.49,7.5,1,1,2,6.7,2
2411,1,21,54.24,83.66,83.51,94.81,60.15,1.16,95.2,81.67,19.1,0,1,4,4.7,3
2412,1,18,91.57,42.03,43.62,78.85,65.8,7.17,92.58,57.96,11.1,0,1,10,5.4,1
2413,0,21,,73.64,79.24,80.49,79.64,3.11,68.22,56.24,27.2,0,1,10,7.7,3
2414,0,23,76.24,88.9,90.2,73.75,61.68,5.54,91.1,56.17,17.4,1,1,2,4.8,1
2415,0,19,58.69,77.02,97.05,93.63,97.81,7.82,73.87,69.36,25.4,0,0,3,6.7,3
2416,0,19,,82.76,84.06,93.7,57.2,7.78,99.83,86.92,19.4,0,1,3,5.5,2
2417,1,18,76.82,80.54,58.74,69.95,50.35,6.66,58.83,99.14,16.1,0,1,9,5.9,3
2418,1,24,78.12,59.82,97.4,79.5,74.78,4.28,54.6,56.42,21.0,1,1,4,5.1,3
2419,1,24,88.45,65.51,70.43,,98.03,3.59,93.13,84.22,29.5,0,1,8,8.3,1
2420,0,23,75.56,55.49,76.27,57.77,85.26,9.82,60.88,53.92,23.5,0,1,8,6.5,1
2421,1,22,79.86,99.51,55.69,81.17,63.05,2.21,70.08,74.59,6.9,0,1,7,6.3,3
2422,1,18,79.1,71.87,68.38,74.66,73.0,8.55,75.11,77.26,22.7,1,1,8,6.8,3
2423,1,21,50.32,44.48,44.79,53.52,66.38,2.7,56.88,99.32,6.5,1,0,5,5.1,2
2424,1,23,67.56,94.22,49.06,50.28,62.6,2.27,86.0,59.66,8.8,1,1,2,4.1,2
2425,1,24,86.32,63.48,74.44,77.48,79.89,6.19,71.31,52.34,19.1,1,1,3,8.9,1
2426,0,24,98.9,77.52,68.06,68.06,79.92,4.59,86.38,99.11,9.8,1,1,8,5.3,1
2427,0,18,58.19,63.29,77.76,99.96,88.39,2.37,79.94,98.58,14.8,0,0,4,8.7,2
2428,0,20,51.69,56.94,71.17,68.4,63.95,6.32,99.27,98.28,24.4,0,1,2,8.9,2
2429,0,23,89.12,60.84,93.52,82.33,69.38,6.07,58.78,74.97,12.0,0,1,9,7.4,1
2430,1,19,63.75,42.61,69.65,68.47,82.86,3.58,76.55,85.64,16.1,0,0,5,4.7,2
2431,1,18,82.6,59.51,41.61,61.77,59.06,1.75,87.3,87.13,19.3,0,0,6,6.5,3
2432,0,18,96.72,95.79,83.71,67.17,74.21,3.36,79.13,73.59,5.8,0,1,10,4.4,1
2433,1,23,96.58,69.66,67.27,,98.75,1.02,74.04,58.84,13.0,1,1,7,8.4,1
2434,0,24,97.91,73.68,40.01,77.11,87.55,6.5,56.78,69.3,25.3,0,0,5,8.7,1
2435,1,18,66.14,75.46,79.21,,74.03,4.52,78.78,91.83,20.3,0,1,2,8.3,1
2436,0,22,78.84,61.79,53.57,55.13,62.37,1.34,51.44,93.49,15.8,0,1,5,6.8,1
2437,0,20,,75.75,47.8,84.67,87.29,8.93,80.35,62.33,20.4,0,1,7,6.4,1
2438,1,21,65.09,48.86,83.5,94.3,89.28,9.41,80.62,55.16,17.4,0,1,8,8.7,2
2439,1,20,79.74,51.82,94.86,80.34,53.84,8.21,58.68,72.36,10.9,1,1,2,8.3,1
2440,0,18,85.35,58.38,81.39,95.6,78.6,6.71,80.76,76.97,10.6,0,1,10,4.9,1
2441,1,24,91.43,50.29,73.26,64.6,60.84,2.43,59.12,81.25,20.7,1,1,10,5.5,1
2442,0,22,54.35,76.19,40.25,71.66,94.81,8.38,88.84,89.08,21.2,0,1,2,6.6,2
2443,1,18,57.54,97.01,53.29,70.56,72.84,3.9,67.77,91.39,12.8,1,1,2,4.6,3
2444,1,19,94.91,52.11,88.82,97.63,50.87,0.8,57.01,60.95,25.9,0,1,7,6.6,1
2445,1,23,,75.16,84.91,71.74,91.27,2.33,57.14,96.64,27.0,0,1,7,8.7,2
2446,0,21,81.7,56.92,55.34,,93.02,4.56,95.88,88.8,10.2,1,1,9,5.9,3
2447,0,24,70.46,64.44,56.65,73.16,88.29,2.35,54.93,66.78,14.8,0,1,8,7.9,1
2448,1,24,91.47,62.88,97.63,84.48,77.93,3.74,70.49,87.65,5.2,0,1,4,6.8,1
2449,1,23,99.57,43.02,65.75,72.38,54.88,9.75,60.12,78.27,27.6,0,1,5,4.6,1
2450,0,24,99.13,70.22,71.41,78.62,93.67,9.25,94.22,80.77,7.3,0,1,3,4.5,1
2451,0,21,87.44,72.97,50.94,96.86,50.16,6.62,50.43,54.67,18.8,0,0,9,6.3,1
2452,1,20,,42.75,77.45,55.27,94.92,2.45,66.16,94.03,15.3,0,1,8,5.5,2
2453,0,22,52.29,55.03,57.82,84.22,74.06,3.99,85.9,56.09,6.2,0,1,5,4.7,3
2454,1,24,62.65,98.65,64.07,57.78,65.84,1.31,63.59,50.05,14.3,1,0,10,6.2,1
2455,1,23,86.84,70.8,95.79,52.12,94.36,0.21,86.19,51.26,6.6,0,1,4,8.9,1
2456,1,21,85.63,46.54,43.46,64.09,97.44,3.01,99.23,95.4,6.7,0,1,9,6.1,1
2457,1,19,,66.71,52.84,52.48,63.06,0.71,66.02,64.91,21.0,0,1,1,4.4,3
2458,1,19,87.65,58.14,52.54,70.47,82.25,8.2,82.8,95.72,28.1,0,1,10,7.1,1
2459,1,23,,66.53,41.73,,57.35,4.74,57.55,59.54,8.4,0,1,2,7.6,3
2460,1,23,61.19,80.19,98.07,92.94,70.2,0.93,58.49,97.32,21.3,0,1,3,8.0,1
2461,1,20,95.39,99.69,77.73,55.3,89.77,6.69,82.47,92.2,18.7,0,1,10,9.0,1
2462,0,20,59.79,64.05,85.99,53.07,81.93,9.35,71.04,75.77,21.9,1,1,5,8.5,2
2463,0,24,72.29,45.34,79.67,74.98,54.17,5.17,70.02,56.21,6.5,0,1,1,4.4,2
2464,0,23,85.33,55.24,61.01,58.12,75.74,3.65,84.13,50.59,12.5,0,0,9,5.7,1
2465,1,20,59.32,81.42,53.72,64.1,52.17,3.91,57.26,85.6,28.2,1,1,5,5.4,2
2466,0,21,51.78,66.0,56.45,65.2,77.68,1.93,90.04,64.15,13.4,1,1,6,7.2,2
2467,0,20,64.31,87.17,54.39,97.16,50.32,1.66,75.12,92.44,29.3,1,1,8,7.0,1
2468,0,23,,69.17,75.79,59.64,51.58,8.72,83.42,93.74,18.4,1,1,6,5.2,3
2469,1,18,91.21,59.42,80.65,53.35,63.13,7.94,62.71,99.1,6.4,0,1,7,6.3,1
2470,1,21,63.86,67.65,49.95,75.04,66.66,4.63,75.17,51.25,7.1,0,1,5,5.0,3
2471,0,22,,50.57,74.17,91.18,66.23,3.69,74.06,71.35,7.5,0,1,9,7.7,2
2472,1,24,84.24,87.01,65.39,50.34,88.4,6.93,84.43,74.01,10.6,1,1,7,5.4,2
2473,1,23,79.51,53.87,69.91,67.33,58.92,4.17,67.31,53.62,28.1,0,1,1,5.4,2
2474,0,22,68.9,41.02,44.41,95.43,61.31,2.91,90.44,79.16,17.5,0,1,4,4.8,3
2475,0,20,68.49,59.75,71.68,83.23,84.68,3.36,77.97,61.07,11.7,0,1,3,4.5,2
2476,0,20,56.92,59.99,96.17,76.65,80.18,2.04,88.27,69.91,29.2,0,1,10,6.8,2
2477,1,21,74.54,99.06,57.24,83.61,98.48,2.72,64.71,62.84,29.8,0,1,3,8.5,2
2478,1,18,97.08,54.21,70.47,53.89,96.44,9.42,89.44,63.26,25.0,0,1,9,7.7,1
2479,1,19,67.09,51.79,53.32,92.94,76.8,9.29,93.32,99.12,13.4,0,1,9,4.7,1
2480,1,19,84.75,73.33,54.91,79.24,50.99,8.12,62.31,92.7,9.8,0,1,5,4.8,1
2481,1,20,84.13,63.75,72.81,82.76,71.87,2.61,85.69,98.43,9.2,0,1,1,8.5,3
2482,1,22,59.98,43.29,78.77,51.53,60.7,7.33,74.5,74.17,18.3,0,1,3,6.1,3
2483,1,19,82.58,75.64,69.11,70.07,71.29,7.83,89.44,93.07,24.4,0,0,10,6.9,1
2484,1,20,76.83,47.69,81.15,66.62,71.19,7.04,61.18,83.5,8.5,0,1,7,5.3,2
2485,1,20,88.83,76.59,64.33,74.29,84.17,5.34,67.54,91.37,28.8,0,1,5,5.5,1
2486,1,19,80.68,78.43,52.82,68.08,90.39,0.89,63.93,98.09,9.8,1,0,7,8.0,2
2487,0,24,69.48,52.44,75.27,66.72,61.25,4.58,57.71,76.07,6.7,0,1,10,9.0,1
2488,0,24,61.24,89.27,96.42,59.69,72.52,9.13,82.75,87.67,29.4,1,1,6,5.3,1
2489,1,21,83.37,61.51,59.86,87.44,64.05,7.88,57.68,62.65,19.3,0,1,6,5.7,2
2490,0,19,96.35,48.71,68.13,64.16,66.16,0.85,73.66,88.06,11.2,1,1,2,6.6,1
2491,1,18,74.73,81.05,84.94,71.88,84.03,9.29,83.05,86.64,17.8,0,1,5,5.4,2
2492,0,19,57.4,89.2,57.08,97.76,63.48,2.3,57.08,88.56,19.4,0,1,8,7.4,3
2493,1,21,54.85,98.03,60.13,54.86,59.21,0.72,69.35,52.41,23.9,0,1,3,6.1,3
2494,1,22,66.34,82.84,92.47,54.79,91.09,6.77,83.39,69.48,12.9,0,1,7,4.2,2
2495,1,18,57.05,51.52,53.94,87.44,67.69,6.19,69.29,52.98,26.6,0,1,6,4.0,3
2496,0,22,84.67,63.67,51.28,86.13,99.85,9.13,73.85,74.11,20.7,0,1,6,4.9,1
2497,0,20,67.71,86.53,82.5,67.17,61.73,1.85,66.75,87.19,14.4,0,1,10,7.5,1
2498,0,22,74.08,84.71,90.41,52.12,68.44,6.31,72.44,64.27,8.5,1,1,8,7.9,2
2499,0,18,56.65,52.04,82.98,87.42,67.54,3.47,65.23,52.64,15.8,0,1,7,8.2,2
2500,0,24,55.73,85.87,71.99,66.43,77.9,0.7,97.83,65.09,12.9,0,1,3,4.4,2
2501,0,23,75.47,99.11,41.41,50.27,74.85,5.0,70.67,58.59,11.6,1,1,9,8.4,2
2502,1,22,50.6,92.85,78.1,91.33,55.05,1.98,59.75,63.19,9.6,1,1,8,4.9,3
2503,1,18,93.02,45.45,88.69,86.44,92.37,8.78,76.49,57.92,17.3,0,1,5,4.9,1
2504,1,24,,97.56,55.78,88.09,53.86,9.83,55.21,70.09,14.1,1,1,9,6.1,3
2505,1,19,69.26,80.67,61.33,62.86,99.78,9.27,71.7,53.86,22.7,0,1,10,8.2,1
2506,0,24,,73.17,96.57,64.95,62.73,3.31,94.9,85.29,10.5,0,1,2,6.6,1
2507,1,19,56.21,56.68,54.24,56.63,79.69,9.86,86.72,86.69,15.4,0,1,6,8.6,3
2508,1,24,93.51,69.27,54.77,72.85,84.02,2.79,50.53,86.19,6.7,0,1,3,8.4,1
2509,1,24,86.91,53.69,57.43,85.91,92.47,4.8,94.11,93.75,21.4,0,1,5,7.3,1
2510,1,22,84.15,87.36,86.91,95.81,77.81,9.74,74.43,50.57,26.3,0,1,3,6.5,1
2511,0,22,96.62,75.84,90.72,70.45,97.39,5.26,84.82,89.1,15.5,1,1,7,7.2,1
2512,1,18,83.65,66.61,80.68,73.8,79.0,2.28,83.42,78.67,18.5,0,1,3,7.6,1
2513,1,20,81.82,97.1,46.1,,67.44,2.6,82.16,62.07,27.0,1,1,3,5.8,3
2514,0,22,,47.65,95.76,98.61,72.63,4.76,78.67,59.49,20.7,1,1,9,6.7,2
2515,0,23,80.57,97.09,67.78,58.45,98.26,2.85,50.81,69.58,13.0,0,1,4,8.2,3
2516,1,20,88.02,82.42,56.29,87.2,77.44,8.17,68.72,55.79,12.8,0,1,4,8.0,1
2517,1,20,54.22,47.72,85.34,85.2,94.38,2.65,60.7,94.14,14.0,0,1,5,4.7,2
2518,0,23,76.42,61.31,92.73,95.63,56.68,3.39,57.95,85.66,6.4,0,0,8,4.5,1
2519,0,22,51.22,63.71,93.07,80.03,63.2,1.85,84.21,89.86,10.8,1,1,6,4.2,2
2520,1,22,95.08,67.98,96.12,94.38,80.05,6.93,65.44,74.22,28.2,0,1,4,4.6,1
